source_column,feature_name,keep,source_order,feature_order,unit_type,drop_first,is_reference,reference_level,level_value,ordinal_levels,source_prior
S_src00131,S_src00131,True,131,0,continuous,False,False,,,,
S_src00132,S_src00132,True,132,0,continuous,False,False,,,,
S_src00133,S_src00133,True,133,0,continuous,False,False,,,,
S_src00134,S_src00134,True,134,0,continuous,False,False,,,,
S_src00135,S_src00135,True,135,0,continuous,False,False,,,,
S_src00136,S_src00136,True,136,0,continuous,False,False,,,,
S_src00137,S_src00137,True,137,0,continuous,False,False,,,,
S_src00138,S_src00138,True,138,0,continuous,False,False,,,,
S_src00139,S_src00139,True,139,0,continuous,False,False,,,,
S_src00140,S_src00140,True,140,0,continuous,False,False,,,,
S_src00141,S_src00141,True,141,0,continuous,False,False,,,,
S_src00142,S_src00142,True,142,0,continuous,False,False,,,,
S_src00143,S_src00143,True,143,0,continuous,False,False,,,,
S_src00144,S_src00144,True,144,0,continuous,False,False,,,,
S_src00145,S_src00145,True,145,0,continuous,False,False,,,,
S_src00146,S_src00146,True,146,0,continuous,False,False,,,,
S_src00147,S_src00147,True,147,0,continuous,False,False,,,,
S_src00148,S_src00148,True,148,0,continuous,False,False,,,,
S_src00149,S_src00149,True,149,0,continuous,False,False,,,,
S_src00150,S_src00150,True,150,0,continuous,False,False,,,,
S_src00151,S_src00151,True,151,0,continuous,False,False,,,,
S_src00152,S_src00152,True,152,0,continuous,False,False,,,,
S_src00153,S_src00153,True,153,0,continuous,False,False,,,,
S_src00154,S_src00154,True,154,0,continuous,False,False,,,,
S_src00155,S_src00155,True,155,0,continuous,False,False,,,,
S_src00156,S_src00156,True,156,0,continuous,False,False,,,,
S_src00157,S_src00157,True,157,0,continuous,False,False,,,,
S_src00158,S_src00158,True,158,0,continuous,False,False,,,,
S_src00159,S_src00159,True,159,0,continuous,False,False,,,,
S_src00160,S_src00160,True,160,0,continuous,False,False,,,,
S_src00161,S_src00161,True,161,0,continuous,False,False,,,,
S_src00162,S_src00162,True,162,0,continuous,False,False,,,,
S_src00163,S_src00163,True,163,0,continuous,False,False,,,,
S_src00164,S_src00164,True,164,0,continuous,False,False,,,,
S_src00165,S_src00165,True,165,0,continuous,False,False,,,,
S_src00166,S_src00166,True,166,0,continuous,False,False,,,,
S_src00167,S_src00167,True,167,0,continuous,False,False,,,,
S_src00168,S_src00168,True,168,0,continuous,False,False,,,,
S_src00169,S_src00169,True,169,0,continuous,False,False,,,,
S_src00170,S_src00170,True,170,0,continuous,False,False,,,,
S_src00171,S_src00171,True,171,0,continuous,False,False,,,,
S_src00172,S_src00172,True,172,0,continuous,False,False,,,,
S_src00173,S_src00173,True,173,0,continuous,False,False,,,,
S_src00174,S_src00174,True,174,0,continuous,False,False,,,,
S_src00175,S_src00175,True,175,0,continuous,False,False,,,,
S_src00176,S_src00176,True,176,0,continuous,False,False,,,,
S_src00177,S_src00177,True,177,0,continuous,False,False,,,,
S_src00178,S_src00178,True,178,0,continuous,False,False,,,,
S_src00179,S_src00179,True,179,0,continuous,False,False,,,,
S_src00180,S_src00180,True,180,0,continuous,False,False,,,,
S_src00181,S_src00181,True,181,0,continuous,False,False,,,,
S_src00182,S_src00182,True,182,0,continuous,False,False,,,,
S_src00183,S_src00183,True,183,0,continuous,False,False,,,,
S_src00184,S_src00184,True,184,0,continuous,False,False,,,,
S_src00185,S_src00185,True,185,0,continuous,False,False,,,,
S_src00186,S_src00186,True,186,0,continuous,False,False,,,,
S_src00187,S_src00187,True,187,0,continuous,False,False,,,,
S_src00188,S_src00188,True,188,0,continuous,False,False,,,,
S_src00189,S_src00189,True,189,0,continuous,False,False,,,,
S_src00190,S_src00190,True,190,0,continuous,False,False,,,,
S_src00191,S_src00191,True,191,0,continuous,False,False,,,,
S_src00192,S_src00192,True,192,0,continuous,False,False,,,,
S_src00193,S_src00193,True,193,0,continuous,False,False,,,,
S_src00194,S_src00194,True,194,0,continuous,False,False,,,,
S_src00195,S_src00195,True,195,0,continuous,False,False,,,,
S_src00196,S_src00196,True,196,0,continuous,False,False,,,,
S_src00197,S_src00197,True,197,0,continuous,False,False,,,,
S_src00198,S_src00198,True,198,0,continuous,False,False,,,,
S_src00199,S_src00199,True,199,0,continuous,False,False,,,,
S_src00200,S_src00200,True,200,0,continuous,False,False,,,,
S_src00201,S_src00201,True,201,0,continuous,False,False,,,,
S_src00202,S_src00202,True,202,0,continuous,False,False,,,,
S_src00203,S_src00203,True,203,0,continuous,False,False,,,,
S_src00204,S_src00204,True,204,0,continuous,False,False,,,,
S_src00205,S_src00205,True,205,0,continuous,False,False,,,,
S_src00206,S_src00206,True,206,0,continuous,False,False,,,,
S_src00207,S_src00207,True,207,0,continuous,False,False,,,,
S_src00208,S_src00208,True,208,0,continuous,False,False,,,,
S_src00209,S_src00209,True,209,0,continuous,False,False,,,,
S_src00210,S_src00210,True,210,0,continuous,False,False,,,,
S_src00211,S_src00211,True,211,0,continuous,False,False,,,,
S_src00212,S_src00212,True,212,0,continuous,False,False,,,,
S_src00213,S_src00213,True,213,0,continuous,False,False,,,,
S_src00214,S_src00214,True,214,0,continuous,False,False,,,,
S_src00215,S_src00215,True,215,0,continuous,False,False,,,,
S_src00216,S_src00216,True,216,0,continuous,False,False,,,,
S_src00217,S_src00217,True,217,0,continuous,False,False,,,,
S_src00218,S_src00218,True,218,0,continuous,False,False,,,,
S_src00219,S_src00219,True,219,0,continuous,False,False,,,,
S_src00220,S_src00220,True,220,0,continuous,False,False,,,,
S_src00221,S_src00221,True,221,0,continuous,False,False,,,,
S_src00222,S_src00222,True,222,0,continuous,False,False,,,,
S_src00223,S_src00223,True,223,0,continuous,False,False,,,,
S_src00224,S_src00224,True,224,0,continuous,False,False,,,,
S_src00225,S_src00225,True,225,0,continuous,False,False,,,,
S_src00226,S_src00226,True,226,0,continuous,False,False,,,,
S_src00227,S_src00227,True,227,0,continuous,False,False,,,,
S_src00228,S_src00228,True,228,0,continuous,False,False,,,,
S_src00229,S_src00229,True,229,0,continuous,False,False,,,,
S_src00230,S_src00230,True,230,0,continuous,False,False,,,,
S_src00231,S_src00231,True,231,0,continuous,False,False,,,,
S_src00232,S_src00232,True,232,0,continuous,False,False,,,,
S_src00233,S_src00233,True,233,0,continuous,False,False,,,,
S_src00234,S_src00234,True,234,0,continuous,False,False,,,,
S_src00235,S_src00235,True,235,0,continuous,False,False,,,,
S_src00236,S_src00236,True,236,0,continuous,False,False,,,,
S_src00237,S_src00237,True,237,0,continuous,False,False,,,,
S_src00238,S_src00238,True,238,0,continuous,False,False,,,,
S_src00239,S_src00239,True,239,0,continuous,False,False,,,,
S_src00240,S_src00240,True,240,0,continuous,False,False,,,,
S_src00241,S_src00241,True,241,0,continuous,False,False,,,,
S_src00242,S_src00242,True,242,0,continuous,False,False,,,,
S_src00243,S_src00243,True,243,0,continuous,False,False,,,,
S_src00244,S_src00244,True,244,0,continuous,False,False,,,,
S_src00245,S_src00245,True,245,0,continuous,False,False,,,,
S_src00246,S_src00246,True,246,0,continuous,False,False,,,,
S_src00247,S_src00247,True,247,0,continuous,False,False,,,,
S_src00248,S_src00248,True,248,0,continuous,False,False,,,,
S_src00249,S_src00249,True,249,0,continuous,False,False,,,,
S_src00250,S_src00250,True,250,0,continuous,False,False,,,,
S_src00251,S_src00251,True,251,0,continuous,False,False,,,,
S_src00252,S_src00252,True,252,0,continuous,False,False,,,,
S_src00253,S_src00253,True,253,0,continuous,False,False,,,,
S_src00254,S_src00254,True,254,0,continuous,False,False,,,,
S_src00255,S_src00255,True,255,0,continuous,False,False,,,,
S_src00256,S_src00256,True,256,0,continuous,False,False,,,,
S_src00257,S_src00257,True,257,0,continuous,False,False,,,,
S_src00258,S_src00258,True,258,0,continuous,False,False,,,,
S_src00259,S_src00259,True,259,0,continuous,False,False,,,,
S_src00260,S_src00260,True,260,0,continuous,False,False,,,,
S_src00261,S_src00261,True,261,0,continuous,False,False,,,,
S_src00262,S_src00262,True,262,0,continuous,False,False,,,,
S_src00263,S_src00263,True,263,0,continuous,False,False,,,,
S_src00264,S_src00264,True,264,0,continuous,False,False,,,,
S_src00265,S_src00265,True,265,0,continuous,False,False,,,,
S_src00266,S_src00266,True,266,0,continuous,False,False,,,,
S_src00267,S_src00267,True,267,0,continuous,False,False,,,,
S_src00268,S_src00268,True,268,0,continuous,False,False,,,,
S_src00269,S_src00269,True,269,0,continuous,False,False,,,,
S_src00270,S_src00270,True,270,0,continuous,False,False,,,,
S_src00271,S_src00271,True,271,0,continuous,False,False,,,,
S_src00272,S_src00272,True,272,0,continuous,False,False,,,,
S_src00273,S_src00273,True,273,0,continuous,False,False,,,,
S_src00274,S_src00274,True,274,0,continuous,False,False,,,,
S_src00275,S_src00275,True,275,0,continuous,False,False,,,,
S_src00276,S_src00276,True,276,0,continuous,False,False,,,,
S_src00277,S_src00277,True,277,0,continuous,False,False,,,,
S_src00278,S_src00278,True,278,0,continuous,False,False,,,,
S_src00279,S_src00279,True,279,0,continuous,False,False,,,,
S_src00280,S_src00280,True,280,0,continuous,False,False,,,,
S_src00281,S_src00281,True,281,0,continuous,False,False,,,,
S_src00282,S_src00282,True,282,0,continuous,False,False,,,,
S_src00283,S_src00283,True,283,0,continuous,False,False,,,,
S_src00284,S_src00284,True,284,0,continuous,False,False,,,,
S_src00285,S_src00285,True,285,0,continuous,False,False,,,,
S_src00286,S_src00286,True,286,0,continuous,False,False,,,,
S_src00287,S_src00287,True,287,0,continuous,False,False,,,,
S_src00288,S_src00288,True,288,0,continuous,False,False,,,,
S_src00289,S_src00289,True,289,0,continuous,False,False,,,,
S_src00290,S_src00290,True,290,0,continuous,False,False,,,,
S_src00291,S_src00291,True,291,0,continuous,False,False,,,,
S_src00292,S_src00292,True,292,0,continuous,False,False,,,,
S_src00293,S_src00293,True,293,0,continuous,False,False,,,,
S_src00294,S_src00294,True,294,0,continuous,False,False,,,,
S_src00295,S_src00295,True,295,0,continuous,False,False,,,,
S_src00296,S_src00296,True,296,0,continuous,False,False,,,,
S_src00297,S_src00297,True,297,0,continuous,False,False,,,,
S_src00298,S_src00298,True,298,0,continuous,False,False,,,,
S_src00299,S_src00299,True,299,0,continuous,False,False,,,,
S_src00300,S_src00300,True,300,0,continuous,False,False,,,,
S_src00301,S_src00301,True,301,0,continuous,False,False,,,,
S_src00302,S_src00302,True,302,0,continuous,False,False,,,,
S_src00303,S_src00303,True,303,0,continuous,False,False,,,,
S_src00304,S_src00304,True,304,0,continuous,False,False,,,,
S_src00305,S_src00305,True,305,0,continuous,False,False,,,,
S_src00306,S_src00306,True,306,0,continuous,False,False,,,,
S_src00307,S_src00307,True,307,0,continuous,False,False,,,,
S_src00308,S_src00308,True,308,0,continuous,False,False,,,,
S_src00309,S_src00309,True,309,0,continuous,False,False,,,,
S_src00310,S_src00310,True,310,0,continuous,False,False,,,,
S_src00311,S_src00311,True,311,0,continuous,False,False,,,,
S_src00312,S_src00312,True,312,0,continuous,False,False,,,,
S_src00313,S_src00313,True,313,0,continuous,False,False,,,,
S_src00314,S_src00314,True,314,0,continuous,False,False,,,,
S_src00315,S_src00315,True,315,0,continuous,False,False,,,,
S_src00316,S_src00316,True,316,0,continuous,False,False,,,,
S_src00317,S_src00317,True,317,0,continuous,False,False,,,,
S_src00318,S_src00318,True,318,0,continuous,False,False,,,,
S_src00319,S_src00319,True,319,0,continuous,False,False,,,,
S_src00320,S_src00320,True,320,0,continuous,False,False,,,,
S_src00321,S_src00321,True,321,0,continuous,False,False,,,,
S_src00322,S_src00322,True,322,0,continuous,False,False,,,,
S_src00323,S_src00323,True,323,0,continuous,False,False,,,,
S_src00324,S_src00324,True,324,0,continuous,False,False,,,,
S_src00325,S_src00325,True,325,0,continuous,False,False,,,,
S_src00326,S_src00326,True,326,0,continuous,False,False,,,,
S_src00327,S_src00327,True,327,0,continuous,False,False,,,,
S_src00328,S_src00328,True,328,0,continuous,False,False,,,,
S_src00329,S_src00329,True,329,0,continuous,False,False,,,,
S_src00330,S_src00330,True,330,0,continuous,False,False,,,,
S_src00331,S_src00331,True,331,0,continuous,False,False,,,,
S_src00332,S_src00332,True,332,0,continuous,False,False,,,,
S_src00333,S_src00333,True,333,0,continuous,False,False,,,,
S_src00334,S_src00334,True,334,0,continuous,False,False,,,,
S_src00335,S_src00335,True,335,0,continuous,False,False,,,,
S_src00336,S_src00336,True,336,0,continuous,False,False,,,,
S_src00337,S_src00337,True,337,0,continuous,False,False,,,,
S_src00338,S_src00338,True,338,0,continuous,False,False,,,,
S_src00339,S_src00339,True,339,0,continuous,False,False,,,,
S_src00340,S_src00340,True,340,0,continuous,False,False,,,,
S_src00341,S_src00341,True,341,0,continuous,False,False,,,,
S_src00342,S_src00342,True,342,0,continuous,False,False,,,,
S_src00343,S_src00343,True,343,0,continuous,False,False,,,,
S_src00344,S_src00344,True,344,0,continuous,False,False,,,,
S_src00345,S_src00345,True,345,0,continuous,False,False,,,,
S_src00346,S_src00346,True,346,0,continuous,False,False,,,,
S_src00347,S_src00347,True,347,0,continuous,False,False,,,,
S_src00348,S_src00348,True,348,0,continuous,False,False,,,,
S_src00349,S_src00349,True,349,0,continuous,False,False,,,,
S_src00350,S_src00350,True,350,0,continuous,False,False,,,,
S_src00351,S_src00351,True,351,0,continuous,False,False,,,,
S_src00352,S_src00352,True,352,0,continuous,False,False,,,,
S_src00353,S_src00353,True,353,0,continuous,False,False,,,,
S_src00354,S_src00354,True,354,0,continuous,False,False,,,,
S_src00355,S_src00355,True,355,0,continuous,False,False,,,,
S_src00356,S_src00356,True,356,0,continuous,False,False,,,,
S_src00357,S_src00357,True,357,0,continuous,False,False,,,,
S_src00358,S_src00358,True,358,0,continuous,False,False,,,,
S_src00359,S_src00359,True,359,0,continuous,False,False,,,,
S_src00360,S_src00360,True,360,0,continuous,False,False,,,,
S_src00361,S_src00361,True,361,0,continuous,False,False,,,,
S_src00362,S_src00362,True,362,0,continuous,False,False,,,,
S_src00363,S_src00363,True,363,0,continuous,False,False,,,,
S_src00364,S_src00364,True,364,0,continuous,False,False,,,,
S_src00365,S_src00365,True,365,0,continuous,False,False,,,,
S_src00366,S_src00366,True,366,0,continuous,False,False,,,,
S_src00367,S_src00367,True,367,0,continuous,False,False,,,,
S_src00368,S_src00368,True,368,0,continuous,False,False,,,,
S_src00369,S_src00369,True,369,0,continuous,False,False,,,,
S_src00370,S_src00370,True,370,0,continuous,False,False,,,,
S_src00371,S_src00371,True,371,0,continuous,False,False,,,,
S_src00372,S_src00372,True,372,0,continuous,False,False,,,,
S_src00373,S_src00373,True,373,0,continuous,False,False,,,,
S_src00374,S_src00374,True,374,0,continuous,False,False,,,,
S_src00375,S_src00375,True,375,0,continuous,False,False,,,,
S_src00376,S_src00376,True,376,0,continuous,False,False,,,,
S_src00377,S_src00377,True,377,0,continuous,False,False,,,,
S_src00378,S_src00378,True,378,0,continuous,False,False,,,,
S_src00379,S_src00379,True,379,0,continuous,False,False,,,,
S_src00380,S_src00380,True,380,0,continuous,False,False,,,,
S_src00381,S_src00381,True,381,0,continuous,False,False,,,,
S_src00382,S_src00382,True,382,0,continuous,False,False,,,,
S_src00383,S_src00383,True,383,0,continuous,False,False,,,,
S_src00384,S_src00384,True,384,0,continuous,False,False,,,,
S_src00385,S_src00385,True,385,0,continuous,False,False,,,,
S_src00386,S_src00386,True,386,0,continuous,False,False,,,,
S_src00387,S_src00387,True,387,0,continuous,False,False,,,,
S_src00388,S_src00388,True,388,0,continuous,False,False,,,,
S_src00389,S_src00389,True,389,0,continuous,False,False,,,,
S_src00390,S_src00390,True,390,0,continuous,False,False,,,,
S_src00391,S_src00391,True,391,0,continuous,False,False,,,,
S_src00392,S_src00392,True,392,0,continuous,False,False,,,,
S_src00393,S_src00393,True,393,0,continuous,False,False,,,,
S_src00394,S_src00394,True,394,0,continuous,False,False,,,,
S_src00395,S_src00395,True,395,0,continuous,False,False,,,,
S_src00396,S_src00396,True,396,0,continuous,False,False,,,,
S_src00397,S_src00397,True,397,0,continuous,False,False,,,,
S_src00398,S_src00398,True,398,0,continuous,False,False,,,,
S_src00399,S_src00399,True,399,0,continuous,False,False,,,,
S_src00400,S_src00400,True,400,0,continuous,False,False,,,,
S_src00401,S_src00401,True,401,0,continuous,False,False,,,,
S_src00402,S_src00402,True,402,0,continuous,False,False,,,,
S_src00403,S_src00403,True,403,0,continuous,False,False,,,,
S_src00404,S_src00404,True,404,0,continuous,False,False,,,,
S_src00405,S_src00405,True,405,0,continuous,False,False,,,,
S_src00406,S_src00406,True,406,0,continuous,False,False,,,,
S_src00407,S_src00407,True,407,0,continuous,False,False,,,,
S_src00408,S_src00408,True,408,0,continuous,False,False,,,,
S_src00409,S_src00409,True,409,0,continuous,False,False,,,,
S_src00410,S_src00410,True,410,0,continuous,False,False,,,,
S_src00411,S_src00411,True,411,0,continuous,False,False,,,,
S_src00412,S_src00412,True,412,0,continuous,False,False,,,,
S_src00413,S_src00413,True,413,0,continuous,False,False,,,,
S_src00414,S_src00414,True,414,0,continuous,False,False,,,,
S_src00415,S_src00415,True,415,0,continuous,False,False,,,,
S_src00416,S_src00416,True,416,0,continuous,False,False,,,,
S_src00417,S_src00417,True,417,0,continuous,False,False,,,,
S_src00418,S_src00418,True,418,0,continuous,False,False,,,,
S_src00419,S_src00419,True,419,0,continuous,False,False,,,,
S_src00420,S_src00420,True,420,0,continuous,False,False,,,,
S_src00421,S_src00421,True,421,0,continuous,False,False,,,,
S_src00422,S_src00422,True,422,0,continuous,False,False,,,,
S_src00423,S_src00423,True,423,0,continuous,False,False,,,,
S_src00424,S_src00424,True,424,0,continuous,False,False,,,,
S_src00425,S_src00425,True,425,0,continuous,False,False,,,,
S_src00426,S_src00426,True,426,0,continuous,False,False,,,,
S_src00427,S_src00427,True,427,0,continuous,False,False,,,,
S_src00428,S_src00428,True,428,0,continuous,False,False,,,,
S_src00429,S_src00429,True,429,0,continuous,False,False,,,,
S_src00430,S_src00430,True,430,0,continuous,False,False,,,,
S_src00431,S_src00431,True,431,0,continuous,False,False,,,,
S_src00432,S_src00432,True,432,0,continuous,False,False,,,,
S_src00433,S_src00433,True,433,0,continuous,False,False,,,,
S_src00434,S_src00434,True,434,0,continuous,False,False,,,,
S_src00435,S_src00435,True,435,0,continuous,False,False,,,,
S_src00436,S_src00436,True,436,0,continuous,False,False,,,,
S_src00437,S_src00437,True,437,0,continuous,False,False,,,,
S_src00438,S_src00438,True,438,0,continuous,False,False,,,,
S_src00439,S_src00439,True,439,0,continuous,False,False,,,,
S_src00440,S_src00440,True,440,0,continuous,False,False,,,,
S_src00441,S_src00441,True,441,0,continuous,False,False,,,,
S_src00442,S_src00442,True,442,0,continuous,False,False,,,,
S_src00443,S_src00443,True,443,0,continuous,False,False,,,,
S_src00444,S_src00444,True,444,0,continuous,False,False,,,,
S_src00445,S_src00445,True,445,0,continuous,False,False,,,,
S_src00446,S_src00446,True,446,0,continuous,False,False,,,,
S_src00447,S_src00447,True,447,0,continuous,False,False,,,,
S_src00448,S_src00448,True,448,0,continuous,False,False,,,,
S_src00449,S_src00449,True,449,0,continuous,False,False,,,,
S_src00450,S_src00450,True,450,0,continuous,False,False,,,,
S_src00451,S_src00451,True,451,0,continuous,False,False,,,,
S_src00452,S_src00452,True,452,0,continuous,False,False,,,,
S_src00453,S_src00453,True,453,0,continuous,False,False,,,,
S_src00454,S_src00454,True,454,0,continuous,False,False,,,,
S_src00455,S_src00455,True,455,0,continuous,False,False,,,,
S_src00456,S_src00456,True,456,0,continuous,False,False,,,,
S_src00457,S_src00457,True,457,0,continuous,False,False,,,,
S_src00458,S_src00458,True,458,0,continuous,False,False,,,,
S_src00459,S_src00459,True,459,0,continuous,False,False,,,,
S_src00460,S_src00460,True,460,0,continuous,False,False,,,,
S_src00461,S_src00461,True,461,0,continuous,False,False,,,,
